No,Branch_Code,Original_Name,Name,Name2,Generation,Type1,Type2,Ability1,Ability2,Ability_Hidden,Category,Mega_Evolution_Flag,Region_Form,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,image_url
377,377_0,Regirock,Regirock,,3,Rock,,Clear Body,,Sturdy,Legendary,,,80,100,200,50,100,50,580,https://img.pokemondb.net/artwork/large/regirock.jpg
378,378_0,Regice,Regice,,3,Ice,,Clear Body,,Ice Body,Legendary,,,80,50,100,100,200,50,580,https://img.pokemondb.net/artwork/large/regice.jpg
379,379_0,Registeel,Registeel,,3,Steel,,Clear Body,,Light Metal,Legendary,,,80,75,150,75,150,50,580,https://img.pokemondb.net/artwork/large/registeel.jpg
380,380_0,Latias,Latias,,3,Dragon,Psychic,Levitate,,,Legendary,,,80,80,90,110,130,110,600,https://img.pokemondb.net/artwork/large/latias.jpg
380,380_1,Latias,Mega Latias,,3,Dragon,Psychic,Levitate,,,Legendary,Mega,,80,100,120,140,150,110,700,https://img.pokemondb.net/artwork/large/mega-latias.jpg
381,381_0,Latios,Latios,,3,Dragon,Psychic,Levitate,,,Legendary,,,80,90,80,130,110,110,600,https://img.pokemondb.net/artwork/large/latios.jpg
381,381_1,Latios,Mega Latios,,3,Dragon,Psychic,Levitate,,,Legendary,Mega,,80,130,100,160,120,110,700,https://img.pokemondb.net/artwork/large/mega-latios.jpg
382,382_0,Kyogre,Kyogre,,3,Water,,Drizzle,,,Legendary,,,100,100,90,150,140,90,670,https://img.pokemondb.net/artwork/large/kyogre.jpg
382,382_1,Kyogre,Primal Kyogre,Kyogre-Primal,6,Water,,Primordial Sea,,,Legendary,,,100,150,90,180,160,90,770,https://img.pokemondb.net/artwork/large/primal-kyogre.jpg
383,383_0,Groudon,Groudon,,3,Ground,,Drought,,,Legendary,,,100,150,140,100,90,90,670,https://img.pokemondb.net/artwork/large/groudon.jpg
383,383_1,Groudon,Primal Groudon,Groudon-Primal,6,Ground,Fire,Desolate Land,,,Legendary,,,100,180,160,150,90,90,770,https://img.pokemondb.net/artwork/large/primal-groudon.jpg
384,384_0,Rayquaza,Rayquaza,,3,Dragon,Flying,Air Lock,,,Legendary,,,105,150,90,150,90,95,680,https://img.pokemondb.net/artwork/large/rayquaza.jpg
384,384_1,Rayquaza,Mega Rayquaza,Rayquaza-Mega,6,Dragon,Flying,Delta Stream,,,Legendary,Mega,,105,180,100,180,100,115,780,https://img.pokemondb.net/artwork/large/mega-rayquaza.jpg
385,385_0,Jirachi,Jirachi,,3,Steel,Psychic,Serene Grace,,,Mythical,,,100,100,100,100,100,100,600,https://img.pokemondb.net/artwork/large/jirachi.jpg
386,386_0,Deoxys,Deoxys,,3,Psychic,,Pressure,,,Mythical,,,50,150,50,150,50,150,600,https://img.pokemondb.net/artwork/large/deoxys.jpg
386,386_1,Deoxys,Deoxys Attack Form,Deoxys-A,3,Psychic,,Pressure,,,Mythical,,,50,180,20,180,20,150,600,https://img.pokemondb.net/artwork/large/deoxys-attack-form.jpg
386,386_2,Deoxys,Deoxys Defense Form,Deoxys-D,3,Psychic,,Pressure,,,Mythical,,,50,70,160,70,160,90,600,https://img.pokemondb.net/artwork/large/deoxys-defense-form.jpg
386,386_3,Deoxys,Deoxys Speed Form,Deoxys-S,3,Psychic,,Pressure,,,Mythical,,,50,95,90,95,90,180,600,https://img.pokemondb.net/artwork/large/deoxys-speed-form.jpg
387,387_0,Turtwig,Turtwig,,4,Grass,,Overgrow,,Shell Armor,Ordinary,,,55,68,64,45,55,31,318,https://img.pokemondb.net/artwork/large/turtwig.jpg
388,388_0,Grotle,Grotle,,4,Grass,,Overgrow,,Shell Armor,Ordinary,,,75,89,85,55,65,36,405,https://img.pokemondb.net/artwork/large/grotle.jpg
389,389_0,Torterra,Torterra,,4,Grass,Ground,Overgrow,,Shell Armor,Ordinary,,,95,109,105,75,85,56,525,https://img.pokemondb.net/artwork/large/torterra.jpg
390,390_0,Chimchar,Chimchar,,4,Fire,,Blaze,,Iron Fist,Ordinary,,,44,58,44,58,44,61,309,https://img.pokemondb.net/artwork/large/chimchar.jpg
391,391_0,Monferno,Monferno,,4,Fire,Fighting,Blaze,,Iron Fist,Ordinary,,,64,78,52,78,52,81,405,https://img.pokemondb.net/artwork/large/monferno.jpg
392,392_0,Infernape,Infernape,,4,Fire,Fighting,Blaze,,Iron Fist,Ordinary,,,76,104,71,104,71,108,534,https://img.pokemondb.net/artwork/large/infernape.jpg
393,393_0,Piplup,Piplup,,4,Water,,Torrent,,Defiant,Ordinary,,,53,51,53,61,56,40,314,https://img.pokemondb.net/artwork/large/piplup.jpg
394,394_0,Prinplup,Prinplup,,4,Water,,Torrent,,Defiant,Ordinary,,,64,66,68,81,76,50,405,https://img.pokemondb.net/artwork/large/prinplup.jpg
395,395_0,Empoleon,Empoleon,,4,Water,Steel,Torrent,,Defiant,Ordinary,,,84,86,88,111,101,60,530,https://img.pokemondb.net/artwork/large/empoleon.jpg
396,396_0,Starly,Starly,,4,Normal,Flying,Keen Eye,,Reckless,Ordinary,,,40,55,30,30,30,60,245,https://img.pokemondb.net/artwork/large/starly.jpg
397,397_0,Staravia,Staravia,,4,Normal,Flying,Intimidate,,Reckless,Ordinary,,,55,75,50,40,40,80,340,https://img.pokemondb.net/artwork/large/staravia.jpg
398,398_0,Staraptor,Staraptor,,4,Normal,Flying,Intimidate,,Reckless,Ordinary,,,85,120,70,50,60,100,485,https://img.pokemondb.net/artwork/large/staraptor.jpg
399,399_0,Bidoof,Bidoof,,4,Normal,,Simple,Unaware,Moody,Ordinary,,,59,45,40,35,40,31,250,https://img.pokemondb.net/artwork/large/bidoof.jpg
400,400_0,Bibarel,Bibarel,,4,Normal,Water,Simple,Unaware,Moody,Ordinary,,,79,85,60,55,60,71,410,https://img.pokemondb.net/artwork/large/bibarel.jpg
401,401_0,Kricketot,Kricketot,,4,Bug,,Shed Skin,,Run Away,Ordinary,,,37,25,41,25,41,25,194,https://img.pokemondb.net/artwork/large/kricketot.jpg
402,402_0,Kricketune,Kricketune,,4,Bug,,Swarm,,Technician,Ordinary,,,77,85,51,55,51,65,384,https://img.pokemondb.net/artwork/large/kricketune.jpg
403,403_0,Shinx,Shinx,,4,Electric,,Rivalry,Intimidate,Guts,Ordinary,,,45,65,34,40,34,45,263,https://img.pokemondb.net/artwork/large/shinx.jpg
404,404_0,Luxio,Luxio,,4,Electric,,Rivalry,Intimidate,Guts,Ordinary,,,60,85,49,60,49,60,363,https://img.pokemondb.net/artwork/large/luxio.jpg
405,405_0,Luxray,Luxray,,4,Electric,,Rivalry,Intimidate,Guts,Ordinary,,,80,120,79,95,79,70,523,https://img.pokemondb.net/artwork/large/luxray.jpg
406,406_0,Budew,Budew,,4,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,Ordinary,,,40,30,35,50,70,55,280,https://img.pokemondb.net/artwork/large/budew.jpg
407,407_0,Roserade,Roserade,,4,Grass,Poison,Natural Cure,Poison Point,Technician,Ordinary,,,60,70,65,125,105,90,515,https://img.pokemondb.net/artwork/large/roserade.jpg
408,408_0,Cranidos,Cranidos,,4,Rock,,Mold Breaker,,Sheer Force,Ordinary,,,67,125,40,30,30,58,350,https://img.pokemondb.net/artwork/large/cranidos.jpg
409,409_0,Rampardos,Rampardos,,4,Rock,,Mold Breaker,,Sheer Force,Ordinary,,,97,165,60,65,50,58,495,https://img.pokemondb.net/artwork/large/rampardos.jpg
410,410_0,Shieldon,Shieldon,,4,Rock,Steel,Sturdy,,Soundproof,Ordinary,,,30,42,118,42,88,30,350,https://img.pokemondb.net/artwork/large/shieldon.jpg
411,411_0,Bastiodon,Bastiodon,,4,Rock,Steel,Sturdy,,Soundproof,Ordinary,,,60,52,168,47,138,30,495,https://img.pokemondb.net/artwork/large/bastiodon.jpg
412,412_0,Burmy,Burmy Plant Form,,4,Bug,,Shed Skin,,Overcoat,Ordinary,,,40,29,45,29,45,36,224,https://img.pokemondb.net/artwork/large/burmy-plant-form.jpg
412,412_1,Burmy,Burmy Sandy Form,,4,Bug,,Shed Skin,,Overcoat,Ordinary,,,40,29,45,29,45,36,224,https://img.pokemondb.net/artwork/large/burmy-sandy-form.jpg
412,412_2,Burmy,Burmy Trash Form,,4,Bug,,Shed Skin,,Overcoat,Ordinary,,,40,29,45,29,45,36,224,https://img.pokemondb.net/artwork/large/burmy-trash-form.jpg
413,413_0,Wormadam,Wormadam Plant Form,,4,Bug,Grass,Anticipation,,Overcoat,Ordinary,,,60,59,85,79,105,36,424,https://img.pokemondb.net/artwork/large/wormadam-plant-form.jpg
413,413_1,Wormadam,Wormadam Sandy Form,,4,Bug,Ground,Anticipation,,Overcoat,Ordinary,,,60,79,105,59,85,36,424,https://img.pokemondb.net/artwork/large/wormadam-sandy-form.jpg
413,413_2,Wormadam,Wormadam Trash Form,,4,Bug,Steel,Anticipation,,Overcoat,Ordinary,,,60,69,95,69,95,36,424,https://img.pokemondb.net/artwork/large/wormadam-trash-form.jpg
414,414_0,Mothim,Mothim,,4,Bug,Flying,Swarm,,Tinted Lens,Ordinary,,,70,94,50,94,50,66,424,https://img.pokemondb.net/artwork/large/mothim.jpg
415,415_0,Combee,Combee,,4,Bug,Flying,Honey Gather,,Hustle,Ordinary,,,30,30,42,30,42,70,244,https://img.pokemondb.net/artwork/large/combee.jpg
416,416_0,Vespiquen,Vespiquen,,4,Bug,Flying,Pressure,,Unnerve,Ordinary,,,70,80,102,80,102,40,474,https://img.pokemondb.net/artwork/large/vespiquen.jpg
417,417_0,Pachirisu,Pachirisu,,4,Electric,,Run Away,Pickup,Volt Absorb,Ordinary,,,60,45,70,45,90,95,405,https://img.pokemondb.net/artwork/large/pachirisu.jpg
418,418_0,Buizel,Buizel,,4,Water,,Swift Swim,,Water Veil,Ordinary,,,55,65,35,60,30,85,330,https://img.pokemondb.net/artwork/large/buizel.jpg
419,419_0,Floatzel,Floatzel,,4,Water,,Swift Swim,,Water Veil,Ordinary,,,85,105,55,85,50,115,495,https://img.pokemondb.net/artwork/large/floatzel.jpg
420,420_0,Cherubi,Cherubi,,4,Grass,,Chlorophyll,,,Ordinary,,,45,35,45,62,53,35,275,https://img.pokemondb.net/artwork/large/cherubi.jpg
421,421_0,Cherrim,Cherrim,,4,Grass,,Flower Gift,,,Ordinary,,,70,60,70,87,78,85,450,https://img.pokemondb.net/artwork/large/cherrim.jpg
421,421_1,Cherrim,Cherrim Sunshine Form,,4,Grass,,Flower Gift,,,Ordinary,,,70,60,70,87,78,85,450,https://img.pokemondb.net/artwork/large/cherrim-sunshine-form.jpg
422,422_0,Shellos,Shellos East-Sea Form,,4,Water,,Sticky Hold,Storm Drain,Sand Force,Ordinary,,,76,48,48,57,62,34,325,https://img.pokemondb.net/artwork/large/shellos-east-sea-form.jpg
422,422_1,Shellos,Shellos West-Sea Form,,4,Water,,Sticky Hold,Storm Drain,Sand Force,Ordinary,,,76,48,48,57,62,34,325,https://img.pokemondb.net/artwork/large/shellos-west-sea-form.jpg
423,423_0,Gastrodon,Gastrodon,,4,Water,Ground,Sticky Hold,Storm Drain,Sand Force,Ordinary,,,111,83,68,92,82,39,475,https://img.pokemondb.net/artwork/large/gastrodon.jpg
423,423_1,Gastrodon,Gastrodon West-Sea Form,,4,Water,Ground,Sticky Hold,Storm Drain,Sand Force,Ordinary,,,111,83,68,92,82,39,475,https://img.pokemondb.net/artwork/large/gastrodon-west-sea-form.jpg
424,424_0,Ambipom,Ambipom,,4,Normal,,Technician,Pickup,Skill Link,Ordinary,,,75,100,66,60,66,115,482,https://img.pokemondb.net/artwork/large/ambipom.jpg
425,425_0,Drifloon,Drifloon,,4,Ghost,Flying,Aftermath,Unburden,Flare Boost,Ordinary,,,90,50,34,60,44,70,348,https://img.pokemondb.net/artwork/large/drifloon.jpg
426,426_0,Drifblim,Drifblim,,4,Ghost,Flying,Aftermath,Unburden,Flare Boost,Ordinary,,,150,80,44,90,54,80,498,https://img.pokemondb.net/artwork/large/drifblim.jpg
427,427_0,Buneary,Buneary,,4,Normal,,Run Away,Klutz,Limber,Ordinary,,,55,66,44,44,56,85,350,https://img.pokemondb.net/artwork/large/buneary.jpg
428,428_0,Lopunny,Lopunny,,4,Normal,,Cute Charm,Klutz,Limber,Ordinary,,,65,76,84,54,96,105,480,https://img.pokemondb.net/artwork/large/lopunny.jpg
428,428_1,Lopunny,Mega Lopunny,,4,Normal,Fighting,Scrappy,,,Ordinary,Mega,,65,136,94,54,96,135,580,https://img.pokemondb.net/artwork/large/mega-lopunny.jpg
429,429_0,Mismagius,Mismagius,,4,Ghost,,Levitate,,,Ordinary,,,60,60,60,105,105,105,495,https://img.pokemondb.net/artwork/large/mismagius.jpg
430,430_0,Honchkrow,Honchkrow,,4,Dark,Flying,Insomnia,Super Luck,Moxie,Ordinary,,,100,125,52,105,52,71,505,https://img.pokemondb.net/artwork/large/honchkrow.jpg
431,431_0,Glameow,Glameow,,4,Normal,,Limber,Own Tempo,Keen Eye,Ordinary,,,49,55,42,42,37,85,310,https://img.pokemondb.net/artwork/large/glameow.jpg
432,432_0,Purugly,Purugly,,4,Normal,,Thick Fat,Own Tempo,Defiant,Ordinary,,,71,82,64,64,59,112,452,https://img.pokemondb.net/artwork/large/purugly.jpg
433,433_0,Chingling,Chingling,,4,Psychic,,Levitate,,,Ordinary,,,45,30,50,65,50,45,285,https://img.pokemondb.net/artwork/large/chingling.jpg
434,434_0,Stunky,Stunky,,4,Poison,Dark,Stench,Aftermath,Keen Eye,Ordinary,,,63,63,47,41,41,74,329,https://img.pokemondb.net/artwork/large/stunky.jpg
435,435_0,Skuntank,Skuntank,,4,Poison,Dark,Stench,Aftermath,Keen Eye,Ordinary,,,103,93,67,71,61,84,479,https://img.pokemondb.net/artwork/large/skuntank.jpg
436,436_0,Bronzor,Bronzor,,4,Steel,Psychic,Levitate,Heatproof,Heavy Metal,Ordinary,,,57,24,86,24,86,23,300,https://img.pokemondb.net/artwork/large/bronzor.jpg
437,437_0,Bronzong,Bronzong,,4,Steel,Psychic,Levitate,Heatproof,Heavy Metal,Ordinary,,,67,89,116,79,116,33,500,https://img.pokemondb.net/artwork/large/bronzong.jpg
438,438_0,Bonsly,Bonsly,,4,Rock,,Sturdy,Rock Head,Rattled,Ordinary,,,50,80,95,10,45,10,290,https://img.pokemondb.net/artwork/large/bonsly.jpg
439,439_0,Mime Jr.,Mime Jr.,,4,Psychic,Fairy,Soundproof,Filter,Technician,Ordinary,,,20,25,45,70,90,60,310,https://img.pokemondb.net/artwork/large/mime-jr.jpg
440,440_0,Happiny,Happiny,,4,Normal,,Natural Cure,Serene Grace,Friend Guard,Ordinary,,,100,5,5,15,65,30,220,https://img.pokemondb.net/artwork/large/happiny.jpg
441,441_0,Chatot,Chatot,,4,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,Ordinary,,,76,65,45,92,42,91,411,https://img.pokemondb.net/artwork/large/chatot.jpg
442,442_0,Spiritomb,Spiritomb,,4,Ghost,Dark,Pressure,,Infiltrator,Ordinary,,,50,92,108,92,108,35,485,https://img.pokemondb.net/artwork/large/spiritomb.jpg
443,443_0,Gible,Gible,,4,Dragon,Ground,Sand Veil,,Rough Skin,Ordinary,,,58,70,45,40,45,42,300,https://img.pokemondb.net/artwork/large/gible.jpg
444,444_0,Gabite,Gabite,,4,Dragon,Ground,Sand Veil,,Rough Skin,Ordinary,,,68,90,65,50,55,82,410,https://img.pokemondb.net/artwork/large/gabite.jpg
445,445_0,Garchomp,Garchomp,,4,Dragon,Ground,Sand Veil,,Rough Skin,Ordinary,,,108,130,95,80,85,102,600,https://img.pokemondb.net/artwork/large/garchomp.jpg
445,445_1,Garchomp,Mega Garchomp,,4,Dragon,Ground,Sand Force,,,Ordinary,Mega,,108,170,115,120,95,92,700,https://img.pokemondb.net/artwork/large/mega-garchomp.jpg
446,446_0,Munchlax,Munchlax,,4,Normal,,Pickup,Thick Fat,Gluttony,Ordinary,,,135,85,40,40,85,5,390,https://img.pokemondb.net/artwork/large/munchlax.jpg
447,447_0,Riolu,Riolu,,4,Fighting,,Steadfast,Inner Focus,Prankster,Ordinary,,,40,70,40,35,40,60,285,https://img.pokemondb.net/artwork/large/riolu.jpg
448,448_0,Lucario,Lucario,,4,Fighting,Steel,Steadfast,Inner Focus,Justified,Ordinary,,,70,110,70,115,70,90,525,https://img.pokemondb.net/artwork/large/lucario.jpg
448,448_1,Lucario,Mega Lucario,,4,Fighting,Steel,Adaptability,,,Ordinary,Mega,,70,145,88,140,70,112,625,https://img.pokemondb.net/artwork/large/mega-lucario.jpg
449,449_0,Hippopotas,Hippopotas,,4,Ground,,Sand Stream,,Sand Force,Ordinary,,,68,72,78,38,42,32,330,https://img.pokemondb.net/artwork/large/hippopotas.jpg
450,450_0,Hippowdon,Hippowdon,,4,Ground,,Sand Stream,,Sand Force,Ordinary,,,108,112,118,68,72,47,525,https://img.pokemondb.net/artwork/large/hippowdon.jpg
451,451_0,Skorupi,Skorupi,,4,Poison,Bug,Battle Armor,Sniper,Keen Eye,Ordinary,,,40,50,90,30,55,65,330,https://img.pokemondb.net/artwork/large/skorupi.jpg
452,452_0,Drapion,Drapion,,4,Poison,Dark,Battle Armor,Sniper,Keen Eye,Ordinary,,,70,90,110,60,75,95,500,https://img.pokemondb.net/artwork/large/drapion.jpg
453,453_0,Croagunk,Croagunk,,4,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,Ordinary,,,48,61,40,61,40,50,300,https://img.pokemondb.net/artwork/large/croagunk.jpg
454,454_0,Toxicroak,Toxicroak,,4,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,Ordinary,,,83,106,65,86,65,85,490,https://img.pokemondb.net/artwork/large/toxicroak.jpg
455,455_0,Carnivine,Carnivine,,4,Grass,,Levitate,,,Ordinary,,,74,100,72,90,72,46,454,https://img.pokemondb.net/artwork/large/carnivine.jpg
456,456_0,Finneon,Finneon,,4,Water,,Swift Swim,Storm Drain,Water Veil,Ordinary,,,49,49,56,49,61,66,330,https://img.pokemondb.net/artwork/large/finneon.jpg
457,457_0,Lumineon,Lumineon,,4,Water,,Swift Swim,Storm Drain,Water Veil,Ordinary,,,69,69,76,69,86,91,460,https://img.pokemondb.net/artwork/large/lumineon.jpg
458,458_0,Mantyke,Mantyke,,4,Water,Flying,Swift Swim,Water Absorb,Water Veil,Ordinary,,,45,20,50,60,120,50,345,https://img.pokemondb.net/artwork/large/mantyke.jpg
459,459_0,Snover,Snover,,4,Grass,Ice,Snow Warning,,Soundproof,Ordinary,,,60,62,50,62,60,40,334,https://img.pokemondb.net/artwork/large/snover.jpg
460,460_0,Abomasnow,Abomasnow,,4,Grass,Ice,Snow Warning,,Soundproof,Ordinary,,,90,92,75,92,85,60,494,https://img.pokemondb.net/artwork/large/abomasnow.jpg
460,460_1,Abomasnow,Mega Abomasnow,,4,Grass,Ice,Snow Warning,,,Ordinary,Mega,,90,132,105,132,105,30,594,https://img.pokemondb.net/artwork/large/mega-abomasnow.jpg
461,461_0,Weavile,Weavile,,4,Dark,Ice,Pressure,,Pickpocket,Ordinary,,,70,120,65,45,85,125,510,https://img.pokemondb.net/artwork/large/weavile.jpg
462,462_0,Magnezone,Magnezone,,4,Electric,Steel,Magnet Pull,Sturdy,Analytic,Ordinary,,,70,70,115,130,90,60,535,https://img.pokemondb.net/artwork/large/magnezone.jpg
463,463_0,Lickilicky,Lickilicky,,4,Normal,,Own Tempo,Oblivious,Cloud Nine,Ordinary,,,110,85,95,80,95,50,515,https://img.pokemondb.net/artwork/large/lickilicky.jpg
464,464_0,Rhyperior,Rhyperior,,4,Ground,Rock,Lightning Rod,Solid Rock,Reckless,Ordinary,,,115,140,130,55,55,40,535,https://img.pokemondb.net/artwork/large/rhyperior.jpg
465,465_0,Tangrowth,Tangrowth,,4,Grass,,Chlorophyll,Leaf Guard,Regenerator,Ordinary,,,100,100,125,110,50,50,535,https://img.pokemondb.net/artwork/large/tangrowth.jpg
466,466_0,Electivire,Electivire,,4,Electric,,Motor Drive,,Vital Spirit,Ordinary,,,75,123,67,95,85,95,540,https://img.pokemondb.net/artwork/large/electivire.jpg
467,467_0,Magmortar,Magmortar,,4,Fire,,Flame Body,,Vital Spirit,Ordinary,,,75,95,67,125,95,83,540,https://img.pokemondb.net/artwork/large/magmortar.jpg
468,468_0,Togekiss,Togekiss,,4,Fairy,Flying,Hustle,Serene Grace,Super Luck,Ordinary,,,85,50,95,120,115,80,545,https://img.pokemondb.net/artwork/large/togekiss.jpg
469,469_0,Yanmega,Yanmega,,4,Bug,Flying,Speed Boost,Tinted Lens,Frisk,Ordinary,,,86,76,86,116,56,95,515,https://img.pokemondb.net/artwork/large/yanmega.jpg
470,470_0,Leafeon,Leafeon,,4,Grass,,Leaf Guard,,Chlorophyll,Ordinary,,,65,110,130,60,65,95,525,https://img.pokemondb.net/artwork/large/leafeon.jpg
471,471_0,Glaceon,Glaceon,,4,Ice,,Snow Cloak,,Ice Body,Ordinary,,,65,60,110,130,95,65,525,https://img.pokemondb.net/artwork/large/glaceon.jpg
472,472_0,Gliscor,Gliscor,,4,Ground,Flying,Hyper Cutter,Sand Veil,Poison Heal,Ordinary,,,75,95,125,45,75,95,510,https://img.pokemondb.net/artwork/large/gliscor.jpg
473,473_0,Mamoswine,Mamoswine,,4,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,Ordinary,,,110,130,80,70,60,80,530,https://img.pokemondb.net/artwork/large/mamoswine.jpg
474,474_0,Porygon-Z,Porygon-Z,,4,Normal,,Adaptability,Download,Analytic,Ordinary,,,85,80,70,135,75,90,535,https://img.pokemondb.net/artwork/large/porygon-z.jpg
475,475_0,Gallade,Gallade,,4,Psychic,Fighting,Steadfast,Sharpness,Justified,Ordinary,,,68,125,65,65,115,80,518,https://img.pokemondb.net/artwork/large/gallade.jpg
475,475_1,Gallade,Mega Gallade,,4,Psychic,Fighting,Inner Focus,,,Ordinary,Mega,,68,165,95,65,115,110,618,https://img.pokemondb.net/artwork/large/mega-gallade.jpg
476,476_0,Probopass,Probopass,,4,Rock,Steel,Sturdy,Magnet Pull,Sand Force,Ordinary,,,60,55,145,75,150,40,525,https://img.pokemondb.net/artwork/large/probopass.jpg
477,477_0,Dusknoir,Dusknoir,,4,Ghost,,Pressure,,Frisk,Ordinary,,,45,100,135,65,135,45,525,https://img.pokemondb.net/artwork/large/dusknoir.jpg
478,478_0,Froslass,Froslass,,4,Ice,Ghost,Snow Cloak,,Cursed Body,Ordinary,,,70,80,70,80,70,110,480,https://img.pokemondb.net/artwork/large/froslass.jpg
479,479_0,Rotom,Rotom,,4,Electric,Ghost,Levitate,,,Ordinary,,,50,50,77,95,77,91,440,https://img.pokemondb.net/artwork/large/rotom.jpg
479,479_1,Rotom,Rotom Heat,Rotom-H,4,Electric,Fire,Levitate,,,Ordinary,,,50,65,107,105,107,86,520,https://img.pokemondb.net/artwork/large/heat-rotom.jpg
479,479_2,Rotom,Rotom Wash,Rotom-W,4,Electric,Water,Levitate,,,Ordinary,,,50,65,107,105,107,86,520,https://img.pokemondb.net/artwork/large/wash-rotom.jpg
479,479_3,Rotom,Rotom Frost,Rotom-Fr,4,Electric,Ice,Levitate,,,Ordinary,,,50,65,107,105,107,86,520,https://img.pokemondb.net/artwork/large/frost-rotom.jpg
479,479_4,Rotom,Rotom Fan,Rotom-Fa,4,Electric,Flying,Levitate,,,Ordinary,,,50,65,107,105,107,86,520,https://img.pokemondb.net/artwork/large/fan-rotom.jpg
479,479_5,Rotom,Rotom Mow,Rotom-M,4,Electric,Grass,Levitate,,,Ordinary,,,50,65,107,105,107,86,520,https://img.pokemondb.net/artwork/large/mow-rotom.jpg
480,480_0,Uxie,Uxie,,4,Psychic,,Levitate,,,Legendary,,,75,75,130,75,130,95,580,https://img.pokemondb.net/artwork/large/uxie.jpg
481,481_0,Mesprit,Mesprit,,4,Psychic,,Levitate,,,Legendary,,,80,105,105,105,105,80,580,https://img.pokemondb.net/artwork/large/mesprit.jpg
482,482_0,Azelf,Azelf,,4,Psychic,,Levitate,,,Legendary,,,75,125,70,125,70,115,580,https://img.pokemondb.net/artwork/large/azelf.jpg
483,483_0,Dialga,Dialga,,4,Steel,Dragon,Pressure,,Telepathy,Legendary,,,100,120,120,150,100,90,680,https://img.pokemondb.net/artwork/large/dialga.jpg
483,483_1,Dialga,Dialga Origin Form,,4,Steel,Dragon,Pressure,,Telepathy,Legendary,,,100,100,120,150,120,90,680,https://img.pokemondb.net/artwork/large/dialga-origin-form.jpg
484,484_0,Palkia,Palkia,,4,Water,Dragon,Pressure,,Telepathy,Legendary,,,90,120,100,150,120,100,680,https://img.pokemondb.net/artwork/large/palkia.jpg
484,484_1,Palkia,Palkia Origin Form,,4,Water,Dragon,Pressure,,Telepathy,Legendary,,,90,100,100,150,120,120,680,https://img.pokemondb.net/artwork/large/palkia-origin-form.jpg
485,485_0,Heatran,Heatran,,4,Fire,Steel,Flash Fire,,Flame Body,Legendary,,,91,90,106,130,106,77,600,https://img.pokemondb.net/artwork/large/heatran.jpg
486,486_0,Regigigas,Regigigas,,4,Normal,,Slow Start,,,Legendary,,,110,160,110,80,110,100,670,https://img.pokemondb.net/artwork/large/regigigas.jpg
487,487_0,Giratina,Giratina,,4,Ghost,Dragon,Pressure,,Telepathy,Legendary,,,150,100,120,100,120,90,680,https://img.pokemondb.net/artwork/large/giratina.jpg
487,487_1,Giratina,Giratina Origin Form,,4,Ghost,Dragon,Levitate,,,Legendary,,,150,120,100,120,100,90,680,https://img.pokemondb.net/artwork/large/giratina-origin-form.jpg
488,488_0,Cresselia,Cresselia,,4,Psychic,,Levitate,,,Legendary,,,120,70,110,75,120,85,580,https://img.pokemondb.net/artwork/large/cresselia.jpg
489,489_0,Phione,Phione,,4,Water,,Hydration,,,Mythical,,,80,80,80,80,80,80,480,https://img.pokemondb.net/artwork/large/phione.jpg
490,490_0,Manaphy,Manaphy,,4,Water,,Hydration,,,Mythical,,,100,100,100,100,100,100,600,https://img.pokemondb.net/artwork/large/manaphy.jpg
491,491_0,Darkrai,Darkrai,,4,Dark,,Bad Dreams,,,Mythical,,,70,90,90,135,90,125,600,https://img.pokemondb.net/artwork/large/darkrai.jpg
492,492_0,Shaymin,Shaymin Land Form,,4,Grass,,Natural Cure,,,Mythical,,,100,100,100,100,100,100,600,https://img.pokemondb.net/artwork/large/shaymin-land-form.jpg
